N,P,K,Soil_pH,Soil_Moisture,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Altitude,Fertilizer_Used,Pesticide_Used,Crop_Yield_ton_per_hectare,Normalize_Rainfall_by_Windspeed,Soil_Type_Loamy,Soil_Type_Sandy,Soil_Type_Silt,Region_East,Region_North,Region_South,Region_West,Season_Rabi,Season_Zaid,Crop_Type_Maize,Crop_Type_Potato,Crop_Type_Rice,Crop_Type_Sugarcane,Crop_Type_Wheat,Irrigation_Type_Drip,Irrigation_Type_Rainfed,Irrigation_Type_Sprinkler,SOC_Binned_0.5,SOC_Binned_1.0,SOC_Binned_1.5,Soil_Moisture_Binned_20,Soil_Moisture_Binned_40,Soil_Moisture_Binned_60
115,45,129,6.46,45.68,1.21,15.62,70.03,2502.81,7.45,12.36,315,159.15,14.18,26.93,202.49271844660194,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
57,40,51,6.43,30.35,1.2,19.35,60.61,2303.39,8.98,15.6,1829,334.51,22.99,7.67,147.65320512820512,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
95,37,70,5.9,64.21,1.1,18.44,52.92,2794.08,9.68,8.95,231,135.69,9.18,26.01,312.1877094972067,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
74,44,55,7.92,30.77,0.35,21.56,50.85,2114.5,7.9,1.72,219,284.53,24.14,11.18,1229.360465116279,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
91,24,74,7.02,45.25,1.06,25.75,57.68,423.08,4.2,9.55,819,221.05,5.76,8.57,44.30157068062827,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
163,86,55,8.13,26.0,1.35,31.83,58.5,1783.55,10.99,12.77,2121,284.46,12.02,7.77,139.66718872357086,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
57,78,75,5.03,40.89,0.81,36.53,38.34,1054.44,8.48,12.16,1403,129.81,22.94,22.82,86.71381578947368,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
57,36,55,6.14,43.97,1.06,23.78,61.89,2671.32,9.82,9.7,1725,286.98,13.75,11.62,275.3938144329897,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
137,29,108,7.64,24.14,1.5,37.27,32.88,2080.17,6.9,11.25,866,269.46,16.01,9.74,184.904,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
73,70,81,6.24,21.18,0.52,30.39,86.32,2256.89,4.37,5.7,2124,90.3,22.99,9.58,395.94561403508766,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
113,88,128,5.69,63.68,0.66,31.87,72.85,1703.38,4.58,4.61,1424,240.33,23.59,12.26,369.49674620390454,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
59,34,106,8.19,59.66,0.44,25.67,30.57,2717.44,9.4,16.07,562,171.66,5.55,7.23,169.10018668326074,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
104,61,83,7.77,48.0,0.95,25.7,47.33,726.59,5.49,5.91,2122,313.31,19.81,7.24,122.9424703891709,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
157,67,76,6.66,58.05,1.39,25.96,88.96,1273.23,9.99,12.77,1525,156.84,23.93,75.33,99.70477682067346,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
121,67,132,6.71,19.78,0.87,24.76,32.91,1550.12,5.77,4.13,530,266.12,0.95,76.18,375.33171912832927,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
158,15,89,4.82,51.47,0.39,23.77,38.8,1683.49,5.81,8.31,319,232.14,12.56,8.62,202.58604091456075,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
150,16,39,8.14,29.28,0.64,33.24,58.63,2240.92,4.69,3.41,1692,239.28,21.07,9.51,657.1612903225806,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
56,72,73,7.54,41.97,1.46,21.63,51.21,2121.27,4.98,6.01,283,99.94,10.49,10.51,352.9567387687188,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
150,33,20,4.92,53.24,1.02,16.2,89.11,436.86,4.89,4.05,1796,129.15,12.23,7.25,107.86666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
145,76,109,5.4,16.67,1.49,14.07,62.38,2109.34,4.3,17.25,1061,247.53,23.89,7.9,122.28057971014493,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
32,92,132,7.59,49.74,1.38,36.39,86.47,955.86,5.66,1.27,855,70.26,17.09,22.43,752.6456692913385,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
132,86,32,5.1,36.74,0.84,35.89,52.61,1340.22,4.16,6.91,116,320.33,15.48,8.89,193.9536903039074,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
166,26,129,8.0,36.98,1.12,17.31,46.33,1425.46,8.92,11.7,26,268.49,19.47,24.64,121.83418803418805,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
91,40,110,8.2,60.36,1.16,13.55,47.31,2033.93,8.31,15.93,1385,82.03,19.82,73.06,127.67922159447583,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
80,41,114,7.81,57.99,1.27,38.81,68.2,2003.27,5.21,17.94,1681,229.61,19.43,9.71,111.66499442586398,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
88,43,62,7.31,17.88,0.73,24.46,66.24,1246.21,10.04,11.35,1885,348.62,5.93,74.43,109.79823788546256,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
147,29,93,6.46,45.92,0.68,12.8,63.22,2333.09,6.0,16.61,928,85.49,0.11,9.01,140.46297411198074,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
125,60,33,5.08,36.79,1.19,16.46,41.34,603.71,7.75,17.12,560,66.71,13.96,21.79,35.263434579439256,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
142,15,118,7.28,20.89,1.36,31.11,45.81,881.8,9.68,10.13,108,164.09,1.13,22.89,87.04837117472852,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
91,74,128,6.15,57.55,0.84,12.44,47.35,1361.74,6.58,2.97,1900,196.81,0.04,26.94,458.49831649831646,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
81,71,115,6.74,18.58,0.72,22.99,81.97,847.13,5.76,9.53,785,221.81,24.89,74.83,88.89087093389297,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
41,17,77,5.8,16.6,1.37,22.83,79.04,2618.96,10.02,9.23,1957,191.63,14.51,75.41,283.74431202600215,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
68,32,115,5.62,24.88,1.19,30.57,42.3,2619.5,4.52,10.32,571,247.88,17.26,77.75,253.82751937984494,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
159,66,57,5.9,30.17,0.75,15.98,38.79,726.52,8.55,6.99,1615,285.25,24.72,8.77,103.93705293276108,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
160,74,83,7.57,18.04,0.99,39.51,36.13,1333.1,9.87,12.37,2075,77.54,10.26,23.31,107.76879547291836,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
142,48,28,6.25,47.07,1.55,14.66,34.06,2780.0,8.97,8.9,924,181.88,22.1,10.13,312.35955056179773,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
130,74,140,5.86,36.86,1.27,27.95,89.08,348.55,6.62,10.71,1897,102.49,18.14,7.58,32.54435107376284,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
142,40,51,6.27,35.61,0.59,19.84,78.68,408.23,10.66,6.13,1026,248.98,7.92,9.8,66.59543230016314,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
110,86,30,4.91,22.27,0.68,13.99,31.02,2407.32,4.95,8.48,2166,254.87,2.11,11.15,283.8820754716981,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
142,33,124,7.83,36.89,0.64,26.17,30.4,1255.44,8.98,13.13,1990,296.35,15.85,9.06,95.61614623000762,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
31,36,101,6.68,34.51,1.4,15.09,71.4,2126.87,9.03,2.82,514,307.31,24.48,26.73,754.2092198581561,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
159,47,56,5.16,34.18,1.13,30.4,48.68,1845.52,8.29,14.62,1863,348.96,13.86,10.66,126.23255813953489,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
83,52,101,5.78,25.93,1.52,10.97,35.94,2035.8,7.4,8.19,1438,79.76,23.87,6.7,248.57142857142858,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
116,49,31,8.14,19.72,0.42,25.31,57.84,793.49,10.67,17.58,90,307.25,1.98,8.65,45.13594994311718,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,81,23,6.82,28.04,0.37,16.57,31.13,1667.73,7.26,10.03,47,330.39,23.38,10.44,166.2741774675972,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
176,97,62,5.79,48.36,1.18,38.5,55.49,1915.79,6.33,1.97,1792,332.51,23.46,11.85,972.4822335025381,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
155,24,70,6.25,18.65,0.65,31.32,44.25,1680.41,7.6,9.69,464,70.56,9.89,8.38,173.4169246646027,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
159,29,24,5.68,34.12,1.18,32.66,45.89,2661.73,9.61,10.0,351,251.18,2.49,9.24,266.173,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
82,25,106,4.91,40.72,1.24,31.16,47.17,340.72,5.14,12.33,759,309.74,24.12,73.9,27.633414436334146,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
97,38,125,7.66,63.16,0.7,29.98,48.46,836.73,6.59,3.8,1783,114.5,21.94,6.26,220.1921052631579,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
152,91,75,5.79,57.19,1.54,14.14,31.2,484.07,7.96,9.1,1188,227.1,23.98,75.04,53.1945054945055,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
174,18,129,7.65,60.83,1.31,39.92,64.21,2708.64,9.9,7.58,596,193.87,7.1,12.33,357.34036939313984,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
67,27,87,6.43,56.0,0.78,29.72,62.87,884.93,6.8,16.6,1492,113.19,7.85,24.56,53.30903614457831,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
53,87,115,5.42,44.46,0.84,36.92,69.05,2150.8,7.85,6.03,1988,173.54,12.44,25.17,356.6832504145937,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
98,71,63,7.53,58.04,1.23,25.11,39.59,664.15,4.86,1.31,1889,147.49,14.57,9.74,506.98473282442745,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
145,51,109,6.08,43.26,0.7,18.58,89.69,430.46,4.66,9.45,1079,306.41,14.66,11.08,45.55132275132275,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
127,62,61,7.21,32.89,0.68,23.12,38.15,777.46,5.49,17.37,1864,272.65,5.29,24.31,44.758779504893496,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
168,85,92,7.65,33.62,1.11,21.97,78.69,990.5,8.8,11.92,1909,61.92,0.72,5.14,83.09563758389262,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
173,15,30,8.07,43.27,0.48,10.48,43.22,1445.69,5.48,11.21,930,221.52,23.09,6.81,128.964317573595,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
126,74,77,5.09,55.47,1.59,30.25,56.34,355.56,10.14,15.15,1270,69.24,18.64,6.62,23.46930693069307,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
153,26,147,4.83,21.68,0.67,32.13,49.45,1843.19,10.29,3.64,687,327.48,2.96,75.59,506.3708791208791,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
99,35,40,6.66,16.96,0.8,11.23,48.46,1940.64,5.86,7.01,845,71.13,15.42,6.43,276.83880171184023,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
122,25,40,5.7,54.48,0.59,17.38,59.19,1027.32,4.74,4.54,341,113.26,4.78,24.52,226.28193832599118,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
32,58,91,6.39,47.38,1.14,29.93,44.38,962.14,6.88,7.53,1832,118.76,1.01,6.86,127.7742363877822,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
177,72,148,5.05,56.07,0.38,19.66,62.81,775.99,9.56,1.96,118,292.9,4.29,11.59,395.91326530612247,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
176,58,121,6.51,63.83,1.51,38.02,45.04,838.0,4.75,7.98,970,195.71,18.1,11.02,105.01253132832079,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
119,92,32,5.22,27.57,0.7,13.38,88.38,1925.85,4.69,3.51,1595,108.5,12.33,8.68,548.6752136752136,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
176,48,92,7.65,24.71,1.51,37.84,44.36,1814.43,5.71,11.55,285,100.1,7.27,9.88,157.09350649350648,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
177,39,25,7.38,32.05,0.63,37.42,75.88,2587.18,8.85,9.17,1507,169.09,18.71,26.0,282.13522355507087,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
125,18,131,5.05,58.9,0.97,38.67,58.18,2368.73,6.62,12.35,1542,224.68,11.91,76.2,191.8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
81,78,36,7.64,15.7,1.2,12.32,32.28,1739.94,9.16,8.51,67,290.7,9.09,9.53,204.45828437132786,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
157,30,92,5.9,15.53,1.1,18.17,39.16,718.46,6.83,11.65,674,284.82,1.93,8.9,61.670386266094425,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
68,24,31,6.0,25.84,0.97,17.54,85.71,1108.92,4.55,2.7,1348,71.52,2.96,4.53,410.7111111111111,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
111,80,105,5.41,33.8,1.33,36.56,79.22,1490.01,10.99,3.8,2039,248.19,6.76,8.8,392.1078947368421,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
133,49,141,7.64,30.12,0.91,34.22,38.65,1351.75,8.77,17.45,1875,64.67,6.76,6.31,77.46418338108883,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
158,97,89,6.18,56.25,0.73,14.77,33.06,461.03,8.42,15.28,1522,225.35,5.29,11.7,30.172120418848166,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
40,20,127,4.97,49.49,1.23,14.24,39.16,1195.58,7.45,10.5,750,111.05,2.55,7.57,113.86476190476189,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
71,33,71,8.09,56.89,1.52,24.22,65.04,769.19,4.58,17.98,1725,309.63,15.43,7.68,42.78031145717464,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
128,73,56,5.67,34.19,1.08,15.2,68.01,1737.22,10.9,1.61,784,171.22,12.28,10.21,1079.0186335403725,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
36,67,136,7.98,44.79,0.66,24.28,52.73,2626.11,7.26,17.62,1982,303.96,15.87,11.54,149.04143019296254,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
173,22,22,5.82,40.77,1.29,35.34,46.85,649.6,4.29,2.02,990,325.3,11.86,9.12,321.5841584158416,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
119,92,27,7.63,38.74,1.29,25.0,42.41,2452.84,6.4,11.92,1985,175.99,15.1,9.77,205.7751677852349,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
141,24,66,7.06,29.41,0.65,31.73,56.33,955.3,4.23,10.92,1291,232.21,21.52,7.64,87.48168498168498,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
89,81,83,7.73,50.46,0.8,17.5,31.35,2022.34,7.55,15.88,1485,330.19,1.3,29.28,127.3513853904282,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
142,52,61,8.12,41.2,0.48,17.97,30.52,1818.45,9.28,10.93,2072,131.19,13.97,9.88,166.37236962488564,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
31,43,62,7.76,18.93,0.4,27.81,77.87,845.38,10.7,4.75,1301,85.82,7.36,72.95,177.97473684210527,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
158,29,144,6.17,15.03,1.35,35.57,61.82,1223.54,9.9,4.66,1802,210.14,4.89,7.52,262.56223175965664,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
77,37,33,7.57,16.02,0.78,25.93,76.87,1666.87,5.9,13.48,124,219.79,6.92,72.89,123.65504451038575,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
169,96,110,7.22,18.8,0.67,15.95,36.84,2579.73,6.43,15.18,2163,185.69,21.7,6.38,169.94268774703556,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
66,60,21,5.01,33.55,0.63,16.53,78.92,760.73,7.64,9.26,119,341.0,21.51,7.64,82.15226781857451,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
38,97,134,7.96,30.28,0.4,28.51,85.36,1159.29,8.8,14.71,407,182.27,2.95,9.65,78.8096532970768,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
128,42,20,6.38,22.83,1.58,13.1,62.0,2785.99,9.15,3.66,1342,221.57,22.32,76.17,761.1994535519125,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
176,40,94,5.26,40.77,0.78,11.96,36.33,2274.01,9.95,10.04,1413,77.1,18.62,24.84,226.49501992031875,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
77,24,84,6.25,63.51,0.51,13.08,37.39,1260.54,5.57,9.12,717,72.7,0.82,74.25,138.2171052631579,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
160,61,144,6.85,23.03,1.42,21.77,41.65,655.48,4.78,15.1,376,228.91,18.94,74.93,43.40927152317881,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
177,18,85,6.75,27.53,1.24,20.63,41.12,1551.85,5.24,16.62,1150,325.95,0.38,11.29,93.37244283995186,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
83,69,91,6.75,38.11,1.16,10.06,86.69,1759.44,10.6,2.93,948,298.51,11.37,11.47,600.4914675767918,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
149,80,135,5.67,47.04,0.69,14.85,78.02,945.86,4.93,10.91,239,223.53,6.51,6.22,86.69660861594868,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
145,81,140,6.95,45.01,0.84,20.43,49.09,2080.06,6.23,8.07,1982,205.43,13.59,27.47,257.75216852540274,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
104,21,66,7.89,41.06,1.39,22.9,78.99,1652.61,5.37,9.11,672,281.72,20.56,8.67,181.40614709110866,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
142,69,109,6.12,51.86,1.13,22.07,76.33,1217.52,4.78,15.18,350,60.57,1.2,6.42,80.20553359683794,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
133,94,59,6.94,57.3,0.75,19.59,51.32,1024.13,7.69,12.4,1497,175.44,7.92,5.83,82.59112903225807,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
113,45,61,5.63,64.95,0.44,34.36,31.8,1012.4,6.66,9.64,1784,88.28,11.45,8.54,105.0207468879668,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
141,88,54,4.96,38.28,1.47,22.48,30.52,2274.57,9.09,10.55,1245,201.32,19.75,24.88,215.59905213270142,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
128,33,60,6.79,64.75,1.54,29.33,49.54,1545.48,6.75,15.53,777,284.5,10.0,76.49,99.51577591757888,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
122,42,104,4.96,51.52,1.23,34.97,32.72,1007.34,7.89,15.23,1249,199.59,2.91,8.12,66.14182534471438,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
175,95,143,7.26,47.87,1.2,35.61,37.27,2271.14,9.74,6.82,549,147.38,1.21,10.51,333.0117302052786,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
157,42,76,7.08,46.98,1.0,35.71,45.27,354.53,7.69,2.93,605,195.18,15.32,24.53,120.99999999999999,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
139,33,57,6.06,60.54,1.56,24.84,40.74,2788.38,7.06,3.66,365,162.29,1.48,11.95,761.8524590163935,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
111,34,115,6.2,62.4,1.2,29.84,38.69,2521.74,4.93,6.48,1222,107.47,20.51,75.72,389.15740740740733,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
83,27,82,7.92,23.92,0.4,19.44,45.73,2157.41,7.92,17.41,1865,278.99,20.37,6.66,123.91786329695576,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
97,91,106,4.84,39.67,0.42,35.86,74.21,965.99,4.69,16.85,945,117.87,24.84,7.26,57.32878338278931,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
62,57,71,6.72,62.07,1.55,16.4,56.67,2524.7,4.73,16.32,1030,301.11,12.01,10.41,154.69975490196077,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
171,25,57,7.94,34.11,1.53,33.63,69.79,2341.28,7.16,10.58,968,247.29,8.92,8.95,221.2930056710775,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
50,62,106,7.91,26.63,1.03,24.09,85.73,2303.45,7.64,9.46,2181,296.36,23.97,10.09,243.49365750528537,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
77,29,24,6.79,20.13,0.58,18.96,30.08,738.36,9.23,5.23,259,99.9,20.04,4.36,141.17782026768643,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
177,31,139,6.1,44.86,1.06,21.39,87.07,1838.68,7.2,12.54,670,172.85,5.91,75.79,146.62519936204149,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
157,68,89,5.14,50.01,1.29,27.65,46.75,2549.99,8.35,15.97,1629,97.63,20.65,75.5,159.6737633061991,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
165,64,132,5.39,24.78,0.31,37.9,47.25,1561.14,10.44,15.29,455,60.13,21.46,6.13,102.10202746893395,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
164,42,43,7.11,48.68,1.37,12.93,67.76,1678.94,10.58,13.93,968,279.25,21.53,9.57,120.52692031586504,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
174,97,105,4.86,59.98,0.9,37.58,51.65,1319.42,5.85,5.15,571,343.56,20.8,8.88,256.1980582524272,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
157,18,45,7.8,27.18,0.9,34.47,34.83,1974.9,7.19,10.79,1772,246.39,7.52,24.31,183.0305838739574,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
62,36,22,6.8,21.1,0.86,27.62,72.69,2450.87,7.72,4.82,845,91.62,8.33,73.93,508.4792531120331,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
144,53,21,4.95,56.77,1.2,13.91,40.99,1576.11,7.13,14.67,712,325.43,22.22,26.63,107.43762781186093,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
148,48,111,5.62,60.82,0.57,34.37,85.76,2722.44,10.74,16.68,607,250.25,6.22,25.2,163.21582733812951,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
51,58,21,6.82,25.74,1.09,30.72,89.27,1308.92,6.03,16.94,1443,308.0,10.56,9.68,77.26800472255017,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
67,56,90,4.92,51.07,0.36,24.92,40.87,603.49,7.63,16.64,1739,253.51,2.06,8.97,36.26742788461539,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
