N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Crop_Type,Irrigation_Type,Fertilizer_Used,Pesticide_Used,Crop_Yield_ton_per_hectare
126,74,77,5.09,55.47,Sandy,1.59,30.25,56.34,355.56,10.14,15.15,Central,1270,Rabi,Rice,Canal,69.24,18.64,6.62
153,26,147,4.83,21.68,Silt,0.67,32.13,49.45,1843.19,10.29,3.64,West,687,Zaid,Sugarcane,Canal,327.48,2.96,75.59
99,35,40,6.66,16.96,Clay,0.8,11.23,48.46,1940.64,5.86,7.01,Central,845,Zaid,Wheat,Rainfed,71.13,15.42,6.43
122,25,40,5.7,54.48,Loamy,0.59,17.38,59.19,1027.32,4.74,4.54,West,341,Rabi,Potato,Drip,113.26,4.78,24.52
32,58,91,6.39,47.38,Sandy,1.14,29.93,44.38,962.14,6.88,7.53,Central,1832,Kharif,Rice,Sprinkler,118.76,1.01,6.86
177,72,148,5.05,56.07,Clay,0.38,19.66,62.81,775.99,9.56,1.96,Central,118,Rabi,Wheat,Drip,292.9,4.29,11.59
176,58,121,6.51,63.83,Silt,1.51,38.02,45.04,838.0,4.75,7.98,Central,970,Zaid,Rice,Drip,195.71,18.1,11.02
119,92,32,5.22,27.57,Silt,0.7,13.38,88.38,1925.85,4.69,3.51,North,1595,Kharif,Rice,Sprinkler,108.5,12.33,8.68
176,48,92,7.65,24.71,Sandy,1.51,37.84,44.36,1814.43,5.71,11.55,West,285,Kharif,Wheat,Rainfed,100.1,7.27,9.88
177,39,25,7.38,32.05,Loamy,0.63,37.42,75.88,2587.18,8.85,9.17,West,1507,Kharif,Potato,Drip,169.09,18.71,26.0
125,18,131,5.05,58.9,Sandy,0.97,38.67,58.18,2368.73,6.62,12.35,North,1542,Kharif,Sugarcane,Drip,224.68,11.91,76.2
81,78,36,7.64,15.7,Sandy,1.2,12.32,32.28,1739.94,9.16,8.51,West,67,Zaid,Maize,Canal,290.7,9.09,9.53
157,30,92,5.9,15.53,Clay,1.1,18.17,39.16,718.46,6.83,11.65,North,674,Zaid,Rice,Sprinkler,284.82,1.93,8.9
68,24,31,6.0,25.84,Sandy,0.97,17.54,85.71,1108.92,4.55,2.7,Central,1348,Rabi,Cotton,Sprinkler,71.52,2.96,4.53
111,80,105,5.41,33.8,Sandy,1.33,36.56,79.22,1490.01,10.99,3.8,North,2039,Kharif,Wheat,Drip,248.19,6.76,8.8
133,49,141,7.64,30.12,Silt,0.91,34.22,38.65,1351.75,8.77,17.45,South,1875,Rabi,Rice,Rainfed,64.67,6.76,6.31
158,97,89,6.18,56.25,Clay,0.73,14.77,33.06,461.03,8.42,15.28,West,1522,Kharif,Maize,Sprinkler,225.35,5.29,11.7
40,20,127,4.97,49.49,Loamy,1.23,14.24,39.16,1195.58,7.45,10.5,North,750,Rabi,Rice,Sprinkler,111.05,2.55,7.57
71,33,71,8.09,56.89,Silt,1.52,24.22,65.04,769.19,4.58,17.98,Central,1725,Kharif,Rice,Canal,309.63,15.43,7.68
128,73,56,5.67,34.19,Sandy,1.08,15.2,68.01,1737.22,10.9,1.61,South,784,Kharif,Rice,Sprinkler,171.22,12.28,10.21
36,67,136,7.98,44.79,Loamy,0.66,24.28,52.73,2626.11,7.26,17.62,South,1982,Rabi,Maize,Rainfed,303.96,15.87,11.54
173,22,22,5.82,40.77,Clay,1.29,35.34,46.85,649.6,4.29,2.02,North,990,Zaid,Rice,Canal,325.3,11.86,9.12
119,92,27,7.63,38.74,Silt,1.29,25.0,42.41,2452.84,6.4,11.92,Central,1985,Zaid,Maize,Rainfed,175.99,15.1,9.77
141,24,66,7.06,29.41,Loamy,0.65,31.73,56.33,955.3,4.23,10.92,North,1291,Zaid,Wheat,Canal,232.21,21.52,7.64
89,81,83,7.73,50.46,Sandy,0.8,17.5,31.35,2022.34,7.55,15.88,Central,1485,Rabi,Potato,Sprinkler,330.19,1.3,29.28
142,52,61,8.12,41.2,Sandy,0.48,17.97,30.52,1818.45,9.28,10.93,South,2072,Rabi,Maize,Rainfed,131.19,13.97,9.88
31,43,62,7.76,18.93,Loamy,0.4,27.81,77.87,845.38,10.7,4.75,South,1301,Kharif,Sugarcane,Sprinkler,85.82,7.36,72.95
158,29,144,6.17,15.03,Silt,1.35,35.57,61.82,1223.54,9.9,4.66,West,1802,Rabi,Cotton,Rainfed,210.14,4.89,7.52
77,37,33,7.57,16.02,Loamy,0.78,25.93,76.87,1666.87,5.9,13.48,Central,124,Kharif,Sugarcane,Drip,219.79,6.92,72.89
169,96,110,7.22,18.8,Sandy,0.67,15.95,36.84,2579.73,6.43,15.18,Central,2163,Zaid,Cotton,Sprinkler,185.69,21.7,6.38
66,60,21,5.01,33.55,Clay,0.63,16.53,78.92,760.73,7.64,9.26,West,119,Zaid,Wheat,Rainfed,341.0,21.51,7.64
38,97,134,7.96,30.28,Silt,0.4,28.51,85.36,1159.29,8.8,14.71,Central,407,Kharif,Rice,Canal,182.27,2.95,9.65
128,42,20,6.38,22.83,Sandy,1.58,13.1,62.0,2785.99,9.15,3.66,South,1342,Kharif,Sugarcane,Rainfed,221.57,22.32,76.17
176,40,94,5.26,40.77,Sandy,0.78,11.96,36.33,2274.01,9.95,10.04,North,1413,Kharif,Potato,Canal,77.1,18.62,24.84
77,24,84,6.25,63.51,Loamy,0.51,13.08,37.39,1260.54,5.57,9.12,West,717,Zaid,Sugarcane,Drip,72.7,0.82,74.25
160,61,144,6.85,23.03,Sandy,1.42,21.77,41.65,655.48,4.78,15.1,North,376,Kharif,Sugarcane,Sprinkler,228.91,18.94,74.93
177,18,85,6.75,27.53,Silt,1.24,20.63,41.12,1551.85,5.24,16.62,East,1150,Kharif,Maize,Rainfed,325.95,0.38,11.29
83,69,91,6.75,38.11,Loamy,1.16,10.06,86.69,1759.44,10.6,2.93,Central,948,Rabi,Rice,Canal,298.51,11.37,11.47
149,80,135,5.67,47.04,Clay,0.69,14.85,78.02,945.86,4.93,10.91,West,239,Kharif,Cotton,Sprinkler,223.53,6.51,6.22
145,81,140,6.95,45.01,Sandy,0.84,20.43,49.09,2080.06,6.23,8.07,East,1982,Rabi,Potato,Rainfed,205.43,13.59,27.47
104,21,66,7.89,41.06,Silt,1.39,22.9,78.99,1652.61,5.37,9.11,Central,672,Zaid,Wheat,Sprinkler,281.72,20.56,8.67
142,69,109,6.12,51.86,Silt,1.13,22.07,76.33,1217.52,4.78,15.18,North,350,Rabi,Cotton,Rainfed,60.57,1.2,6.42
133,94,59,6.94,57.3,Clay,0.75,19.59,51.32,1024.13,7.69,12.4,North,1497,Kharif,Cotton,Drip,175.44,7.92,5.83
113,45,61,5.63,64.95,Silt,0.44,34.36,31.8,1012.4,6.66,9.64,West,1784,Zaid,Rice,Canal,88.28,11.45,8.54
141,88,54,4.96,38.28,Silt,1.47,22.48,30.52,2274.57,9.09,10.55,North,1245,Kharif,Potato,Rainfed,201.32,19.75,24.88
128,33,60,6.79,64.75,Clay,1.54,29.33,49.54,1545.48,6.75,15.53,North,777,Rabi,Sugarcane,Canal,284.5,10.0,76.49
122,42,104,4.96,51.52,Sandy,1.23,34.97,32.72,1007.34,7.89,15.23,Central,1249,Kharif,Maize,Sprinkler,199.59,2.91,8.12
175,95,143,7.26,47.87,Silt,1.2,35.61,37.27,2271.14,9.74,6.82,North,549,Kharif,Maize,Drip,147.38,1.21,10.51
157,42,76,7.08,46.98,Loamy,1.0,35.71,45.27,354.53,7.69,2.93,North,605,Zaid,Potato,Rainfed,195.18,15.32,24.53
139,33,57,6.06,60.54,Silt,1.56,24.84,40.74,2788.38,7.06,3.66,West,365,Rabi,Maize,Sprinkler,162.29,1.48,11.95
111,34,115,6.2,62.4,Loamy,1.2,29.84,38.69,2521.74,4.93,6.48,East,1222,Zaid,Sugarcane,Rainfed,107.47,20.51,75.72
83,27,82,7.92,23.92,Silt,0.4,19.44,45.73,2157.41,7.92,17.41,North,1865,Rabi,Wheat,Canal,278.99,20.37,6.66
97,91,106,4.84,39.67,Sandy,0.42,35.86,74.21,965.99,4.69,16.85,East,945,Rabi,Cotton,Drip,117.87,24.84,7.26
62,57,71,6.72,62.07,Silt,1.55,16.4,56.67,2524.7,4.73,16.32,West,1030,Zaid,Cotton,Rainfed,301.11,12.01,10.41
171,25,57,7.94,34.11,Loamy,1.53,33.63,69.79,2341.28,7.16,10.58,East,968,Zaid,Rice,Canal,247.29,8.92,8.95
50,62,106,7.91,26.63,Silt,1.03,24.09,85.73,2303.45,7.64,9.46,West,2181,Rabi,Rice,Rainfed,296.36,23.97,10.09
77,29,24,6.79,20.13,Loamy,0.58,18.96,30.08,738.36,9.23,5.23,Central,259,Zaid,Cotton,Drip,99.9,20.04,4.36
177,31,139,6.1,44.86,Clay,1.06,21.39,87.07,1838.68,7.2,12.54,Central,670,Zaid,Sugarcane,Canal,172.85,5.91,75.79
157,68,89,5.14,50.01,Silt,1.29,27.65,46.75,2549.99,8.35,15.97,Central,1629,Zaid,Sugarcane,Rainfed,97.63,20.65,75.5
165,64,132,5.39,24.78,Silt,0.31,37.9,47.25,1561.14,10.44,15.29,North,455,Zaid,Wheat,Sprinkler,60.13,21.46,6.13
164,42,43,7.11,48.68,Loamy,1.37,12.93,67.76,1678.94,10.58,13.93,Central,968,Rabi,Cotton,Drip,279.25,21.53,9.57
174,97,105,4.86,59.98,Loamy,0.9,37.58,51.65,1319.42,5.85,5.15,East,571,Zaid,Cotton,Drip,343.56,20.8,8.88
157,18,45,7.8,27.18,Sandy,0.9,34.47,34.83,1974.9,7.19,10.79,East,1772,Zaid,Potato,Canal,246.39,7.52,24.31
62,36,22,6.8,21.1,Clay,0.86,27.62,72.69,2450.87,7.72,4.82,North,845,Zaid,Sugarcane,Canal,91.62,8.33,73.93
144,53,21,4.95,56.77,Loamy,1.2,13.91,40.99,1576.11,7.13,14.67,North,712,Zaid,Potato,Sprinkler,325.43,22.22,26.63
148,48,111,5.62,60.82,Sandy,0.57,34.37,85.76,2722.44,10.74,16.68,South,607,Zaid,Potato,Canal,250.25,6.22,25.2
51,58,21,6.82,25.74,Loamy,1.09,30.72,89.27,1308.92,6.03,16.94,East,1443,Kharif,Wheat,Canal,308.0,10.56,9.68
67,56,90,4.92,51.07,Clay,0.36,24.92,40.87,603.49,7.63,16.64,South,1739,Kharif,Maize,Drip,253.51,2.06,8.97
138,54,23,7.45,44.55,Clay,1.35,36.58,75.22,336.42,4.88,5.84,North,9,Zaid,Maize,Rainfed,202.92,18.4,8.33
80,26,57,7.93,26.96,Clay,1.36,29.93,89.51,1747.58,8.41,4.57,East,497,Kharif,Rice,Canal,81.98,14.11,9.13
37,16,122,8.07,56.18,Clay,0.71,18.66,87.32,2333.52,6.3,2.4,Central,170,Kharif,Maize,Canal,82.96,17.13,8.93
56,42,89,7.29,38.52,Silt,0.44,11.31,63.89,2421.14,9.64,13.74,Central,1092,Kharif,Rice,Canal,342.32,7.92,11.59
56,88,71,7.71,50.02,Clay,1.27,32.78,48.72,2709.32,4.91,17.36,North,664,Kharif,Wheat,Rainfed,92.47,18.11,6.76
50,95,50,6.88,30.07,Clay,0.91,17.66,30.7,1615.76,10.16,3.02,West,480,Zaid,Wheat,Drip,267.83,13.94,9.55
59,81,55,6.36,55.79,Sandy,1.5,18.42,83.89,825.49,7.01,9.12,North,320,Kharif,Rice,Drip,136.31,24.45,7.66
126,85,134,7.22,28.21,Clay,0.76,23.49,32.14,1995.65,6.85,5.64,East,2148,Rabi,Cotton,Canal,341.58,0.11,10.81
57,86,93,5.56,33.24,Loamy,1.39,32.5,64.59,2532.3,9.34,13.4,North,432,Rabi,Maize,Drip,207.31,16.39,9.9
140,98,37,5.17,34.57,Loamy,0.33,37.73,41.17,764.22,6.12,15.7,North,1975,Kharif,Cotton,Drip,148.77,5.82,6.06
90,90,34,7.39,25.32,Loamy,1.3,16.49,44.52,1169.68,10.0,6.96,Central,1773,Zaid,Wheat,Sprinkler,149.89,3.49,7.41
77,95,116,8.06,58.72,Silt,1.18,36.46,31.4,2257.88,5.94,12.63,East,1339,Kharif,Rice,Drip,186.1,14.13,10.79
176,24,24,6.76,20.67,Loamy,0.98,28.13,32.21,886.64,9.12,7.77,North,2178,Zaid,Wheat,Canal,64.25,9.79,6.62
33,71,56,6.44,43.16,Clay,1.48,35.67,51.01,2546.49,4.39,17.13,Central,1865,Zaid,Wheat,Canal,161.45,12.85,9.17
64,51,123,6.62,55.71,Silt,1.52,35.45,82.65,2405.86,8.91,1.04,East,225,Kharif,Rice,Rainfed,114.33,6.41,10.11
78,91,105,6.43,44.05,Clay,1.51,21.77,63.95,1562.79,5.84,14.06,Central,629,Rabi,Maize,Sprinkler,345.56,19.3,11.42
46,78,34,6.3,31.34,Sandy,1.08,30.34,62.3,2794.31,9.09,1.73,Central,2043,Zaid,Maize,Drip,154.8,15.97,11.48
75,93,36,8.02,54.07,Clay,0.98,38.4,67.22,1037.94,9.79,13.32,North,1008,Kharif,Maize,Canal,109.61,14.57,8.98
146,54,70,6.43,39.96,Loamy,0.65,30.17,62.12,2628.67,5.19,17.15,West,122,Rabi,Sugarcane,Drip,342.56,17.77,78.61
35,74,64,5.08,23.15,Sandy,0.51,23.74,48.25,1027.45,5.17,16.05,North,696,Zaid,Potato,Rainfed,90.91,18.97,21.97
128,62,141,7.4,30.84,Sandy,1.02,21.16,82.8,2036.47,9.22,3.02,East,2108,Zaid,Rice,Drip,262.46,13.91,11.01
153,33,101,6.13,44.6,Sandy,0.49,14.3,58.54,2188.02,5.19,2.24,Central,1622,Zaid,Wheat,Canal,89.63,3.4,9.93
66,86,108,7.22,47.94,Sandy,0.52,39.96,75.16,1926.08,4.14,16.62,West,417,Rabi,Maize,Rainfed,63.2,6.56,8.24
53,47,120,6.77,42.41,Silt,0.76,29.73,84.72,1641.17,4.43,5.67,East,1664,Kharif,Sugarcane,Sprinkler,285.22,2.58,75.46
122,58,59,7.22,28.6,Clay,0.54,18.3,30.22,1931.59,4.18,3.99,South,1880,Kharif,Wheat,Canal,72.45,4.09,6.57
75,51,62,5.01,44.69,Sandy,0.95,12.23,58.69,357.85,10.35,4.97,Central,992,Zaid,Sugarcane,Drip,181.36,1.95,72.73
124,50,92,4.92,31.62,Silt,1.16,32.62,66.28,2502.7,10.06,10.11,East,414,Rabi,Sugarcane,Canal,270.03,13.22,76.83
128,95,42,6.09,26.25,Silt,1.21,35.65,60.14,1632.02,7.89,2.16,South,1612,Rabi,Maize,Drip,257.78,17.71,12.33
145,35,114,7.16,62.28,Silt,0.99,22.83,84.14,1510.56,7.59,1.45,West,244,Kharif,Sugarcane,Sprinkler,67.61,3.65,74.69
96,16,36,5.56,30.74,Clay,0.98,38.68,86.4,1736.73,5.71,10.97,Central,50,Zaid,Potato,Drip,68.1,1.15,23.62
157,45,131,6.27,31.78,Sandy,0.92,19.85,38.06,1726.77,7.5,8.42,East,2145,Zaid,Cotton,Rainfed,165.24,11.38,7.26
47,44,122,8.13,59.84,Clay,0.62,32.68,48.15,2122.39,10.52,16.29,West,1386,Kharif,Rice,Sprinkler,313.54,24.25,9.23
54,90,77,5.53,22.13,Silt,1.15,17.89,45.83,518.64,7.99,10.5,West,1670,Kharif,Rice,Rainfed,321.39,15.02,8.11
83,58,105,7.68,44.23,Silt,1.15,20.08,59.81,2651.88,4.4,10.89,South,763,Rabi,Sugarcane,Drip,201.47,20.3,76.02
87,26,54,7.61,54.19,Clay,0.63,28.16,52.93,2651.73,4.26,16.62,East,428,Rabi,Wheat,Rainfed,107.45,5.05,8.13
96,65,49,7.83,28.68,Silt,1.21,11.1,51.55,331.35,10.1,2.61,West,892,Kharif,Wheat,Canal,275.28,23.18,9.38
133,63,123,7.91,57.2,Silt,1.42,16.32,62.03,1610.4,5.52,8.79,South,2065,Kharif,Sugarcane,Rainfed,154.12,10.88,74.78
53,38,141,6.52,53.48,Loamy,1.07,15.29,59.4,2132.09,4.03,7.84,East,866,Zaid,Potato,Drip,342.91,7.47,27.23
143,38,53,7.12,39.3,Silt,0.45,19.84,57.92,999.29,9.21,14.28,South,1118,Zaid,Rice,Drip,286.05,13.08,9.77
61,74,75,6.9,20.94,Clay,0.73,33.32,36.79,1897.78,9.74,8.14,East,1024,Zaid,Wheat,Canal,88.14,19.94,8.32
115,25,44,5.85,63.51,Sandy,0.42,37.23,62.36,1939.92,6.0,9.23,East,1277,Rabi,Potato,Canal,288.52,19.7,26.51
156,27,134,5.75,46.21,Sandy,0.69,10.38,33.54,843.18,9.82,9.01,Central,559,Rabi,Maize,Drip,304.41,9.58,8.93
159,86,32,5.96,40.85,Clay,0.58,17.72,66.98,826.4,9.63,14.46,East,57,Zaid,Cotton,Sprinkler,174.0,4.4,5.12
46,88,82,5.54,59.27,Clay,1.02,10.76,67.41,2181.0,7.41,12.43,East,294,Kharif,Wheat,Sprinkler,97.1,3.68,9.0
133,86,121,7.38,36.07,Silt,0.85,35.84,45.64,2073.4,10.57,8.26,South,511,Zaid,Wheat,Drip,211.96,6.76,10.44
166,78,141,8.08,43.18,Clay,1.24,15.96,38.12,2457.86,9.91,2.22,West,2186,Rabi,Sugarcane,Drip,279.15,23.22,78.31
72,34,139,7.75,57.92,Clay,0.77,33.12,77.9,2509.92,4.21,15.18,West,1050,Rabi,Cotton,Drip,349.3,5.33,10.92
68,86,30,5.54,34.65,Silt,0.5,11.0,76.22,695.06,10.3,17.88,West,321,Kharif,Potato,Canal,322.8,15.65,24.92
55,87,128,4.98,53.62,Loamy,0.61,21.95,86.76,2307.92,7.79,13.64,West,1648,Zaid,Wheat,Drip,325.82,6.5,10.6
128,85,123,7.37,27.81,Loamy,1.01,20.76,56.78,1959.97,7.28,8.36,North,1757,Rabi,Rice,Canal,276.94,20.84,12.35
79,92,130,6.13,50.12,Silt,0.88,19.88,48.93,1912.13,10.7,7.69,Central,778,Kharif,Potato,Canal,285.22,17.3,27.07
42,42,88,7.6,40.52,Loamy,0.36,27.11,48.16,975.7,5.99,11.16,North,126,Rabi,Rice,Canal,165.16,21.28,8.9
89,16,121,7.45,23.25,Loamy,0.57,21.74,40.81,2372.62,7.07,4.63,Central,594,Zaid,Potato,Sprinkler,97.01,11.41,22.94
164,57,21,6.93,21.8,Silt,0.69,22.1,50.98,2774.78,5.29,3.66,South,616,Zaid,Maize,Rainfed,349.51,14.36,11.85
86,22,56,5.67,37.88,Loamy,1.24,15.68,37.67,707.38,10.1,2.91,West,1593,Kharif,Rice,Rainfed,67.07,5.83,7.38
65,27,137,5.15,50.54,Clay,1.25,22.44,82.32,2149.52,4.47,17.47,South,1960,Kharif,Wheat,Drip,211.65,2.97,8.21
49,99,68,5.66,45.16,Loamy,1.21,32.23,50.81,1249.5,4.11,12.22,South,946,Rabi,Rice,Drip,250.67,22.29,9.77
94,49,94,6.53,57.74,Loamy,1.36,19.69,62.84,769.79,5.06,10.44,North,1692,Rabi,Rice,Sprinkler,205.89,7.11,10.71
37,37,94,8.13,34.48,Clay,1.44,35.71,34.0,646.12,8.43,16.01,North,39,Kharif,Cotton,Sprinkler,207.52,18.29,4.22
173,60,53,5.02,57.18,Clay,0.39,14.98,46.84,821.82,4.82,6.59,Central,423,Zaid,Rice,Sprinkler,197.66,5.26,8.29
171,29,77,5.48,16.85,Sandy,0.94,35.4,43.41,2429.05,10.44,9.67,South,757,Rabi,Wheat,Rainfed,230.34,10.19,6.72
144,16,130,6.93,33.29,Silt,0.49,28.47,83.22,1670.03,8.75,3.39,South,820,Zaid,Wheat,Canal,195.09,24.71,9.32
172,75,115,5.83,18.65,Sandy,0.76,22.71,40.8,2529.74,8.78,11.31,Central,1993,Rabi,Rice,Sprinkler,224.83,2.67,10.99
121,90,79,7.72,60.96,Sandy,1.16,11.06,77.73,2572.29,10.81,16.27,North,1475,Zaid,Maize,Sprinkler,82.57,5.8,10.44
127,78,51,5.27,38.77,Loamy,1.08,13.8,46.96,676.66,4.4,13.7,West,108,Zaid,Cotton,Drip,174.01,18.35,6.05
95,66,125,8.07,30.81,Clay,0.47,22.43,42.67,1871.6,8.57,10.74,North,2195,Rabi,Cotton,Canal,336.15,2.72,8.58
61,50,52,7.9,39.62,Sandy,1.28,36.34,30.58,427.99,10.29,9.85,South,939,Kharif,Wheat,Rainfed,217.18,21.18,7.02
115,81,62,7.82,41.64,Silt,1.32,38.7,47.49,984.44,8.32,11.23,North,793,Zaid,Cotton,Canal,339.95,0.62,7.71
80,83,131,5.39,57.31,Sandy,0.48,37.89,34.22,733.23,7.22,11.69,South,2029,Kharif,Cotton,Drip,162.79,12.57,6.91
92,81,126,5.92,42.12,Loamy,1.1,18.22,51.73,2396.79,4.16,11.41,North,246,Kharif,Maize,Drip,79.57,9.42,10.95
154,61,28,7.53,36.57,Sandy,1.53,17.7,33.17,1211.95,5.2,8.94,West,1413,Rabi,Cotton,Rainfed,65.58,3.22,3.3
179,97,133,7.55,63.07,Clay,0.42,32.19,33.85,2783.66,10.45,11.64,West,1849,Kharif,Maize,Sprinkler,322.03,16.1,14.07
87,16,144,7.2,63.43,Clay,0.51,38.22,51.27,653.18,10.85,9.86,North,1532,Kharif,Rice,Drip,144.82,24.12,9.13
87,58,39,6.32,16.92,Silt,1.3,14.0,56.88,870.93,7.45,8.18,West,31,Rabi,Cotton,Drip,135.93,14.73,4.43
115,78,60,5.86,50.34,Sandy,0.74,21.33,49.94,1912.37,10.29,9.87,West,649,Rabi,Rice,Rainfed,320.79,4.99,10.1
78,95,63,8.07,33.59,Clay,1.54,35.09,31.42,2721.87,7.35,14.95,West,984,Rabi,Rice,Drip,108.08,2.45,9.69
99,92,144,5.27,48.76,Sandy,1.11,24.76,40.69,2133.49,5.11,16.43,Central,1585,Rabi,Sugarcane,Rainfed,186.94,20.01,76.6
44,42,54,4.95,46.85,Sandy,0.93,35.27,86.34,614.45,4.6,11.86,West,1316,Zaid,Maize,Rainfed,335.32,21.19,9.79
83,68,77,4.83,31.51,Clay,0.74,13.5,64.3,1336.4,9.83,15.65,North,558,Zaid,Maize,Canal,244.37,15.27,7.93
130,88,67,7.44,64.33,Clay,0.61,33.31,81.24,2790.35,10.57,1.08,East,675,Zaid,Maize,Drip,339.37,0.2,14.97
37,81,77,4.99,32.86,Loamy,1.15,21.69,33.08,473.54,6.87,16.99,North,1475,Kharif,Sugarcane,Drip,130.05,2.44,72.15
82,50,120,6.63,46.6,Loamy,1.07,30.79,30.45,1013.46,4.89,1.14,West,1914,Rabi,Potato,Rainfed,142.67,17.29,25.53
89,77,76,6.05,55.67,Silt,0.77,18.79,76.91,610.99,9.93,16.9,North,1733,Zaid,Maize,Rainfed,256.1,7.43,8.31
137,39,83,5.3,22.27,Silt,1.49,30.76,53.07,2351.09,6.4,4.05,Central,723,Zaid,Potato,Sprinkler,348.02,6.93,27.35
34,62,81,7.32,30.03,Silt,1.29,31.06,52.15,2384.02,7.41,2.58,North,1306,Zaid,Wheat,Drip,256.73,9.4,10.84
132,53,102,4.99,24.95,Sandy,0.64,22.58,44.29,1159.12,10.95,16.05,West,2107,Zaid,Wheat,Rainfed,269.84,20.0,7.78
35,61,132,5.88,54.09,Silt,1.53,39.08,39.63,1139.81,8.75,1.28,South,1094,Zaid,Maize,Drip,112.77,19.72,9.04
138,35,131,6.71,55.06,Clay,1.28,10.01,79.71,2333.63,9.05,15.06,West,680,Zaid,Rice,Sprinkler,297.04,6.55,11.78
145,44,81,6.17,27.8,Silt,1.47,30.23,33.68,694.17,5.97,4.44,North,591,Kharif,Rice,Canal,268.11,18.92,9.41
123,45,113,5.68,15.21,Sandy,0.48,37.26,59.9,2355.13,5.8,7.79,East,926,Rabi,Sugarcane,Drip,195.25,6.8,74.74
76,40,104,7.95,36.17,Loamy,0.34,35.72,51.63,541.74,6.06,1.14,North,474,Kharif,Potato,Rainfed,225.15,4.39,24.7
128,36,45,7.97,49.36,Sandy,0.94,26.94,46.53,1036.86,8.19,17.52,East,502,Rabi,Sugarcane,Sprinkler,240.85,22.76,72.12
84,35,140,6.21,46.13,Clay,0.88,36.87,75.64,1559.49,10.56,8.53,South,611,Rabi,Maize,Sprinkler,83.47,10.73,9.15
81,15,69,6.14,37.28,Silt,1.43,13.24,82.74,601.79,8.8,8.37,Central,1692,Kharif,Sugarcane,Rainfed,340.96,15.66,75.2
173,51,134,5.85,30.1,Silt,0.52,26.3,41.7,486.64,6.01,1.39,North,407,Rabi,Wheat,Sprinkler,237.09,3.81,8.39
42,91,55,7.71,38.72,Clay,0.33,39.44,34.62,975.08,8.49,4.16,East,541,Zaid,Wheat,Rainfed,221.61,2.62,6.84
143,99,52,6.73,15.76,Silt,0.99,39.75,52.5,1765.59,4.97,4.32,South,695,Kharif,Wheat,Drip,216.88,18.65,9.42
153,60,142,5.1,18.69,Loamy,0.53,30.37,56.41,2333.29,6.99,1.19,West,1334,Zaid,Maize,Drip,343.85,18.85,13.47
135,23,119,7.7,23.13,Sandy,0.36,15.03,33.19,2131.03,10.22,3.9,Central,353,Kharif,Wheat,Rainfed,323.66,16.56,9.11
176,31,87,6.62,46.27,Sandy,0.33,13.39,58.2,1668.83,5.74,16.98,South,1257,Rabi,Rice,Sprinkler,132.02,11.18,12.02
174,61,92,6.21,25.94,Clay,0.49,37.67,87.07,1952.77,7.91,10.91,North,1514,Kharif,Sugarcane,Sprinkler,70.07,21.54,74.58
149,99,42,5.95,36.17,Loamy,0.79,36.42,53.14,1643.59,4.54,1.3,West,1119,Zaid,Cotton,Rainfed,281.55,1.5,9.4
92,73,89,5.14,46.07,Clay,1.45,19.46,84.0,1652.82,4.61,4.66,North,1729,Kharif,Cotton,Sprinkler,125.62,19.99,6.79
48,68,74,8.05,56.53,Clay,1.29,37.95,80.91,340.06,4.48,8.04,Central,2150,Zaid,Rice,Sprinkler,101.33,6.95,6.51
121,26,129,7.32,42.48,Loamy,0.99,13.92,56.19,1257.76,5.47,3.92,West,1533,Zaid,Wheat,Drip,349.76,22.63,9.78
87,78,28,5.25,23.86,Clay,0.86,18.83,72.39,1696.92,7.19,3.67,South,527,Rabi,Wheat,Rainfed,176.86,5.06,7.41
119,20,148,6.54,62.59,Sandy,0.89,29.32,42.54,1785.68,10.4,17.3,West,1063,Rabi,Potato,Canal,275.48,3.04,27.05
146,67,127,6.69,19.5,Silt,1.45,15.12,38.11,1569.36,6.44,17.87,West,100,Zaid,Cotton,Rainfed,152.29,7.6,6.54
91,30,87,5.37,33.36,Sandy,1.24,39.67,30.13,2045.46,8.42,11.6,North,1062,Kharif,Rice,Drip,67.36,8.04,8.71
52,19,85,6.25,61.07,Silt,0.52,16.68,34.4,1220.7,7.89,15.73,East,127,Rabi,Wheat,Canal,126.6,16.43,6.94
156,87,72,7.0,45.12,Silt,1.52,17.36,67.7,657.37,5.02,8.4,Central,586,Zaid,Wheat,Drip,81.29,3.87,6.01
166,60,147,5.77,48.13,Sandy,1.3,24.24,83.12,379.73,7.32,1.1,West,1755,Kharif,Wheat,Drip,95.92,7.57,9.0
169,28,84,5.93,30.08,Clay,0.34,33.35,88.67,1725.04,4.98,10.92,West,1795,Zaid,Sugarcane,Drip,291.28,15.14,76.49
158,58,83,5.21,18.93,Loamy,0.95,13.61,58.95,1543.09,6.16,3.82,West,865,Rabi,Sugarcane,Canal,328.61,7.14,75.32
87,77,87,6.21,33.29,Silt,1.15,30.02,38.43,889.75,4.71,10.8,North,202,Zaid,Maize,Canal,339.46,9.92,9.76
151,66,81,6.79,35.11,Loamy,0.38,12.98,30.01,853.82,5.52,16.16,West,961,Kharif,Cotton,Sprinkler,175.52,3.29,6.36
30,40,100,5.2,28.51,Loamy,0.76,12.84,89.09,1753.42,6.6,13.75,West,2182,Zaid,Rice,Drip,142.59,2.78,6.51
